,ENTREZID,SYMBOL
3519,7284,TUFM
3521,728407,PARGP1
3522,728489,DNLZ
3523,728558,ENTPD1-AS1
3524,728613,PDCD6P1
3525,728621,CCDC30
3526,728642,CDK11A
3527,728743,LOC728743
3528,729013,ZBED5-AS1
3529,729082,OIP5-AS1
3530,729092,AGAP5
3531,729096,BMS1P4
3532,729121,RGPD4-AS1
3533,729156,GTF2IRD1P1
3534,729420,LMO7DN
3535,729438,CASTOR2
3536,729614,SPEN-AS1
3537,729627,PRR23A
3538,7297,TYK2
3539,729852,UMAD1
3540,729920,CRPPA
3541,729966,CIST1
3542,729975,LINC01530
3543,730091,LINC00886
3544,730092,RRN3P1
3545,7301,TYRO3
3546,730102,CRYZL2P
3547,730198,MEIS1-AS3
3548,7307,U2AF1
3549,7311,UBA52
3550,731223,LINC01220
3551,731275,LINC01347
3552,7319,UBE2A
3553,7323,UBE2D3
3554,7325,UBE2E2
3555,7326,UBE2G1
3556,7327,UBE2G2
3557,7328,UBE2H
3558,7329,UBE2I
3559,7334,UBE2N
3560,7336,UBE2V2
3561,7345,UCHL1
3562,7347,UCHL3
3563,7351,UCP2
3564,7358,UGDH
3565,7375,USP4
3566,7378,UPP1
3567,7384,UQCRC1
3568,7388,UQCRH
3569,7392,USF2
3570,7398,USP1
3571,7403,KDM6A
3572,741,ZNHIT2
3573,7415,VCP
3574,7424,VEGFC
3575,7436,VLDLR
3576,7453,WARS1
3577,7458,EIF4H
3578,7465,WEE1
3579,7468,NSD2
3580,7469,NELFA
3581,747,DAGLA
3582,7473,WNT3
3583,7477,WNT7B
3584,7481,WNT11
3585,7485,GET1
3586,7494,XBP1
3587,751071,CSKMT
3588,7515,XRCC1
3589,7516,XRCC2
3590,7517,XRCC3
3591,7520,XRCC5
3592,7528,YY1
3593,7531,YWHAE
3594,7533,YWHAH
3595,7539,ZFP37
3596,754,PTTG1IP
3597,7542,ZFPL1
3598,7543,ZFX
3599,7545,ZIC1
3600,7547,ZIC3
3601,7552,ZNF711
3602,7555,CNBP
3603,7556,ZNF10
3604,7567,ZNF19
3605,7569,ZNF182
3606,7571,ZNF23
3607,7582,ZNF33B
3608,7593,MZF1
3609,7625,ZNF74
3610,7627,ZNF75A
3611,767,CA8
3612,7675,ZNF121
3613,7678,ZNF124
3614,768097,HAR1B
3615,768212,MIR758
3616,7691,ZNF132
3617,7697,ZNF138
3618,7702,ZNF143
3619,7707,ZNF148
3620,7712,ZNF157
3621,7727,ZNF174
3622,7728,ZNF175
3623,7738,ZNF184
3624,7743,ZNF189
3625,7753,ZNF202
3626,7756,ZNF207
3627,7761,ZNF214
3628,7762,ZNF215
3629,7763,ZFAND5
3630,7776,ZNF236
3631,7780,SLC30A2
3632,7782,SLC30A4
3633,780776,TVP23A
3634,7813,EVI5
3635,783,CACNB2
3636,7840,ALMS1
3637,7850,IL1R2
3638,7871,SLMAP
3639,7874,USP7
3640,78996,CYREN
3641,78998,RHPN1-AS1
3642,79000,AUNIP
3643,79003,MIS12
3644,79006,METRN
3645,79018,GID4
3646,79022,TMEM106C
3647,79023,NUP37
3648,79033,ERI3
3649,79048,SECISBP2
3650,79050,NOC4L
3651,79053,ALG8
3652,79072,FASTKD3
3653,79074,C2orf49
3654,79075,DSCC1
3655,79088,ZNF426
3656,79089,TMUB2
3657,79094,CHAC1
3658,79101,TAF1D
3659,7913,DEK
3660,79134,TMEM185B
3661,79137,RETREG2
3662,79139,DERL1
3663,7915,ALDH5A1
3664,79156,PLEKHF1
3665,79169,C1orf35
3666,79171,RBM42
3667,79172,CENPO
3668,79173,BRME1
3669,79177,ZNF576
3670,79180,EFHD2
3671,79192,IRX1
3672,79364,ZXDC
3673,79369,B3GNT4
3674,79411,GLB1L
3675,79415,CYBC1
3676,79441,HAUS3
3677,79446,WDR25
3678,79447,PAGR1
3679,79571,GCC1
3680,79577,CDC73
3681,79581,SLC52A2
3682,79583,TMEM231
3683,79587,CARS2
3684,79595,SAP130
3685,796,CALCA
3686,79600,TCTN1
3687,79602,ADIPOR2
3688,79608,RIC3
3689,79609,VCPKMT
3690,79612,NAA16
3691,79631,EFL1
3692,79637,ARMC7
3693,79643,CHMP6
3694,79644,SRD5A3
3695,79648,MCPH1
3696,79657,RPAP3
3697,79673,ZNF329
3698,79682,CENPU
3699,79683,ZDHHC14
3700,79684,MSANTD2
3701,797,CALCB
3702,79705,LRRK1
3703,79709,COLGALT1
3704,79710,MORC4
3705,79712,GTDC1
3706,79717,PPCS
3707,79718,TBL1XR1
3708,79720,VPS37B
3709,79723,SUV39H2
3710,79726,WDR59
3711,79728,PALB2
3712,79746,ECHDC3
3713,79750,ZNF385D
3714,79754,ASB13
3715,7976,FZD3
3716,79762,C1orf115
3717,79768,KATNBL1
3718,79777,ACBD4
3719,79789,CLMN
3720,79791,FBXO31
3721,79794,SPRING1
3722,79807,GSTCD
3723,79811,SLTM
3724,79813,EHMT1
3725,79829,NAA40
3726,79833,GEMIN6
3727,79834,PEAK1
3728,79837,PIP4K2C
3729,79839,CCDC102B
3730,79843,FAM124B
3731,79847,MFSD13A
3732,79850,TLCD3A
3733,79854,LINC00115
3734,79857,FLJ13224
3735,79862,ZNF669
3736,79863,RBFA
3737,79866,BORA
3738,79869,CPSF7
3739,79874,RABEP2
3740,79886,CAAP1
3741,79906,MORN1
3742,79913,ACTR5
3743,79932,KIAA0319L
3744,79934,COQ8B
3745,79937,CNTNAP3
3746,79939,SLC35E1
3747,79954,NOL10
3748,79955,PDZD7
3749,79956,ERMP1
3750,79957,PAQR6
3751,79962,DNAJC22
3752,79966,SCD5
3753,79970,ZNF767P
3754,79980,DSN1
3755,80000,GREB1L
3756,80007,C10orf88
3757,8001,GLRA3
3758,80010,RMI1
3759,80018,NAA25
3760,80071,CCDC15
3761,80072,HEXA-AS1
3762,801,CALM1
3763,80110,ZNF614
3764,80114,BICC1
3765,80117,ARL14
3766,80127,BBOF1
3767,80129,CCDC170
3768,8013,NR4A3
3769,80139,ZNF703
3770,80145,THOC7
3771,80146,UXS1
3772,80148,SLC66A2
3773,80149,ZC3H12A
3774,80164,PRR36
3775,80167,ABHD18
3776,80176,SPSB1
3777,80179,MYO19
3778,80184,CEP290
3779,8019,BRD3
3780,80196,RNF34
3781,8021,NUP214
3782,80213,TM2D3
3783,80215,RUNX1-IT1
3784,80219,COQ10B
3785,80228,ORAI2
3786,80230,RUFY1
3787,80235,PIGZ
3788,80243,PREX2
3789,80262,PHAF1
3790,80263,TRIM45
3791,80271,ITPKC
3792,8028,MLLT10
3793,80298,MTERF2
3794,80303,EFHD1
3795,80316,PPP1R2C
3796,80325,ABTB1
3797,80326,WNT10A
3798,80328,ULBP2
3799,80329,ULBP1
3800,80335,WDR82
3801,80349,SKIC8
3802,80351,TNKS2
3803,8038,ADAM12
3804,805,CALM2
3805,8050,PDHX
3806,80724,ACAD10
3807,80725,SRCIN1
3808,80728,ARHGAP39
3809,80746,TSEN2
3810,80764,THAP7
3811,80772,CPTP
3812,80778,ZNF34
3813,808,CALM3
3814,80816,ASXL3
3815,80823,GPRASP3
3816,80824,DUSP16
3817,80829,ZFP91
3818,80853,KDM7A
3819,80854,SETD7
3820,80856,LNPK
3821,8099,CDK2AP1
3822,81,ACTN4
3823,81037,CLPTM1L
3824,8115,TCL1A
3825,8128,ST8SIA2
3826,813,CALU
3827,8131,NPRL3
3828,8139,GAN
3829,81399,OR4F16
3830,81502,HM13
3831,81533,ITFG1
3832,81544,GDPD5
3833,81550,TDRD3
3834,81552,VOPP1
3835,81558,FAM117A
3836,81559,TRIM11
3837,81565,NDEL1
3838,81567,TXNDC5
3839,81602,CDADC1
3840,81606,LBH
3841,81610,FAM83D
3842,81614,NIPA2
3843,81618,ITM2C
3844,81620,CDT1
3845,81629,TSSK3
3846,8165,AKAP1
3847,81669,CCNL2
3848,8175,SF3A2
3849,8178,ELL
3850,81790,RNF170
3851,81794,ADAMTS10
3852,81831,NETO2
3853,81832,NETO1
3854,81833,SPACA1
3855,81839,VANGL1
3856,8187,ZNF239
3857,81875,ISG20L2
3858,81876,RAB1B
3859,81887,LAS1L
3860,81889,FAHD1
3861,81928,CABLES2
3862,81929,SEH1L
3863,8193,DPF1
3864,81930,KIF18A
3865,8195,MKKS
3866,821,CANX
3867,8220,ESS2
3868,8226,PUDP
3869,8243,SMC1A
3870,8260,NAA10
3871,8266,UBL4A
3872,827,CAPN6
3873,8273,SLC10A3
3874,8303,SNN
3875,8310,ACOX3
3876,8312,AXIN1
3877,8315,BRAP
3878,8317,CDC7
3879,832,CAPZB
3880,8321,FZD1
3881,833,CARS1
3882,83401,ELOVL3
3883,8342,H2BC14
3884,83444,INO80B
3885,83446,CCDC70
3886,83447,SLC25A31
3887,83452,RAB33B
3888,83460,EMC6
3889,83463,MXD3
3890,83473,KATNAL2
3891,8349,H2BC21
3892,83538,ODAD4
3893,83541,FAM110A
3894,83546,RTBDN
3895,83550,GPR101
3896,83595,SOX7
3897,83606,GUCD1
3898,83607,AMMECR1L
3899,83636,C19orf12
3900,8364,H4C3
3901,83642,SELENOO
3902,83648,FAM167A
3903,8365,H4C8
3904,8366,H4C2
3905,83667,SESN2
3906,8367,H4C5
3907,83693,HSDL1
3908,837,CASP4
3909,83715,ESPN
3910,83746,L3MBTL2
3911,83759,RBM4B
3912,83786,FRMD8
3913,8379,MAD1L1
3914,83850,ESYT3
3915,83853,ROPN1L
3916,83855,KLF16
3917,83858,ATAD3B
3918,83861,RSPH3
3919,83869,TTTY14
3920,83877,TM2D2
3921,83889,WDR87
3922,83903,HASPIN
3923,83932,SPRTN
3924,83939,EIF2A
3925,83940,TATDN1
3926,83941,TM2D1
3927,8395,PIP5K1B
3928,83985,SPNS1
3929,83992,CTTNBP2
3930,840,CASP7
3931,84000,TMPRSS13
3932,84002,B3GNT5
3933,84058,WDR54
3934,84067,FHIP1B
3935,84068,SLC10A7
3936,84079,ANKRD27
3937,84085,FBXO30
3938,8411,EEA1
3939,84124,ZNF394
3940,84126,ATRIP
3941,84132,USP42
3942,84133,ZNRF3
3943,84138,SLC7A6OS
3944,84154,RPF2
3945,84167,C19orf44
3946,84174,SLA2
3947,84188,FAR1
3948,84190,METTL25
3949,84191,CIAO2A
3950,84196,USP48
3951,842,CASP9
3952,84206,MEX3B
3953,84216,TMEM117
3954,84223,IQCG
3955,84225,ZMYND15
3956,84230,LRRC8C
3957,84231,TRAF7
3958,84232,MAF1
3959,84247,RTL6
3960,84254,CAMKK1
3961,84256,FLYWCH1
3962,84262,PSMG3
3963,84263,HSDL2
3964,84268,RPAIN
3965,84269,CHCHD5
3966,84274,COQ5
3967,84275,SLC25A33
3968,84277,DNAJC30
3969,84278,MFSD14CP
3970,84284,NTPCR
3971,84286,TMEM175
3972,84289,ING5
3973,84294,UTP23
3974,84301,DDI2
3975,84303,CHCHD6
3976,84304,NUDT22
3977,84309,NUDT16L1
3978,84311,MRPL45
3979,84314,TMEM107
3980,84320,ACBD6
3981,84327,ZBED3
3982,84333,PCGF5
3983,84334,COA8
3984,84337,ELOF1
3985,84342,COG8
3986,84365,NIFK
3987,84376,HOOK3
3988,8439,NSMAF
3989,8440,NCK2
3990,84419,C15orf48
3991,84436,ZNF528
3992,84437,MSANTD4
3993,8444,DYRK3
3994,8445,DYRK2
3995,84455,EFCAB7
3996,84457,PHYHIPL
3997,84458,LCOR
3998,84460,ZMAT1
3999,84461,NEURL4
4000,84464,SLX4
4001,84466,MEGF10
4002,8447,DOC2B
4003,84498,FAM120B
4004,84503,ZNF527
4005,84504,NKX6-2
4006,8451,CUL4A
4007,84520,GON7
4008,84536,LINC01547
4009,84549,MAK16
4010,8455,ATRN
4011,84553,FAXC
4012,84569,LYZL1
4013,84570,COL25A1
4014,8460,TPST1
4015,84612,PARD6B
4016,84614,ZBTB37
4017,84616,KRTAP4-4
4018,84617,TUBB6
4019,84619,ZGPAT
4020,8462,KLF11
4021,84622,ZNF594
4022,8464,SUPT3H
4023,84645,C22orf23
4024,84656,GLYR1
4025,84669,USP32
4026,8467,SMARCA5
4027,8468,FKBP6
4028,84705,GTPBP3
4029,84706,GPT2
4030,84717,HDGFL2
4031,84725,PLEKHA8
4032,84726,PRRC2B
4033,8473,OGT
4034,84733,CBX2
4035,84735,CNDP1
4036,84771,DDX11L2
4037,8481,OFD1
4038,84823,LMNB2
4039,84833,ATP5MK
4040,84866,TMEM25
4041,84872,ZC3H10
4042,84876,ORAI1
4043,84888,SPPL2A
4044,84889,SLC7A3
4045,84893,FBH1
4046,84896,ATAD1
4047,84899,TMTC4
4048,8490,RGS5
4049,8491,MAP4K3
4050,84912,SLC35B4
4051,84916,UTP4
4052,84919,PPP1R15B
4053,84924,ZNF566
4054,84925,SLC49A4
4055,84929,FIBCD1
4056,8493,PPM1D
4057,84935,MEDAG
4058,84939,PWWP3A
4059,84944,MAEL
4060,84946,LTV1
4061,84948,TIGD5
4062,84957,RELT
4063,84967,LSM10
4064,84973,SNHG7
4065,84976,DISP1
4066,8498,RANBP3
4067,84986,ARHGAP19
4068,84987,COX14
4069,84993,UBL7
4070,8500,PPFIA1
4071,85009,MGC16025
4072,8501,SLC43A1
4073,85026,ARRDC1-AS1
4074,85028,SNHG12
4075,8506,CNTNAP1
4076,8517,IKBKG
4077,8518,ELP1
4078,8520,HAT1
4079,8522,GAS7
4080,8530,CST7
4081,85302,FBF1
4082,8531,YBX3
4083,85313,PPIL4
4084,85315,PAQR8
4085,8532,CPZ
4086,8535,CBX4
4087,85352,SHISAL1
4088,85358,SHANK3
4089,85360,SYDE1
4090,85378,TUBGCP6
4091,8538,BARX2
4092,85395,SLX9
4093,8540,AGPS
4094,85416,ZIC5
4095,85437,ZCRB1
4096,85453,TSPYL5
4097,85457,CIPC
4098,85459,CEP295
4099,85460,ZNF518B
4100,85461,TANC1
4101,85465,SELENOI
4102,85474,LBX2
4103,8555,CDC14B
4104,8562,DENR
4105,8565,YARS1
4106,8566,PDXK
4107,8568,RRP1
4108,8602,NOP14
4109,8604,SLC25A12
4110,8614,STC2
4111,862,RUNX1T1
4112,8622,PDE8B
4113,8624,PSMG1
4114,8625,RFXANK
4115,8636,SSNA1
4116,864,RUNX3
4117,865,CBFB
4118,8650,NUMB
4119,8655,DYNLL1
4120,8658,TNKS
4121,8659,ALDH4A1
4122,866,SERPINA6
4123,8660,IRS2
4124,8661,EIF3A
4125,8664,EIF3D
4126,8667,EIF3H
4127,867,CBL
4128,8671,SLC4A4
4129,8672,EIF4G3
4130,8674,VAMP4
4131,8676,STX11
4132,8720,MBTPS1
4133,8721,EDF1
4134,8724,SNX3
4135,8727,CTNNAL1
4136,873,CBR1
4137,8731,RNMT
4138,8732,RNGTT
4139,874,CBR3
4140,8742,TNFSF12
4141,8744,TNFSF9
4142,8745,ADAM23
4143,875,CBS
4144,8751,ADAM15
4145,8754,ADAM9
4146,8760,CDS2
4147,8761,PABPC4
4148,8773,SNAP23
4149,8786,RGS11
4150,8788,DLK1
4151,8789,FBP2
4152,8803,SUCLA2
4153,8816,DCAF5
4154,8819,SAP30
4155,8824,CES2
4156,8828,NRP2
4157,883,KYAT1
4158,8844,KSR1
4159,8851,CDK5R1
4160,8853,ASAP2
4161,8861,LDB1
4162,8863,PER3
4163,88745,RRP36
4164,8878,SQSTM1
4165,8884,SLC5A6
4166,8892,EIF2B2
4167,8894,EIF2S2
4168,8896,BUD31
4169,8905,AP1S2
4170,8908,GYG2
4171,8912,CACNA1H
4172,8913,CACNA1G
4173,8916,HERC3
4174,8924,HERC2
4175,8927,BSN
4176,8938,BAIAP3
4177,8939,FUBP3
4178,8943,AP3D1
4179,8973,CHRNA6
4180,8975,USP13
4181,89758,LINC01621
4182,8976,WASL
4183,89765,RSPH1
4184,89781,HPS4
4185,89782,LMLN
4186,89845,ABCC10
4187,89848,FCHSD1
4188,8986,RPS6KA4
4189,89866,SEC16B
4190,8988,HSPB3
4191,89884,LHX4
4192,89886,SLAMF9
4193,89887,ZNF628
4194,8989,TRPA1
4195,89894,TMEM116
4196,89941,RHOT2
4197,89978,DPH6
4198,90,ACVR1
4199,9001,HAP1
4200,90120,TMEM250
4201,90135,BTBD6
4202,9016,SLC25A14
4203,90203,SNX21
4204,90204,ZSWIM1
4205,9021,SOCS3
4206,90226,UCN2
4207,9023,CH25H
4208,90249,UNC5A
4209,90268,OTULIN
4210,9028,RHBDL1
4211,90313,TP53I13
4212,90316,TGIF2LX
4213,90321,ZNF766
4214,90378,SAMD1
4215,90379,DCAF15
4216,9040,UBE2M
4217,90427,BMF
4218,9043,SPAG9
4219,9044,BTAF1
4220,9045,RPL14
4221,90485,ZNF835
4222,905,CCNT2
4223,9050,PSTPIP2
4224,90525,SHF
4225,9054,NFS1
4226,9055,PRC1
4227,9057,SLC7A6
4228,9061,PAPSS1
4229,90624,LYRM7
4230,90632,LINC00473
4231,90637,ZFAND2A
4232,90668,CARMIL3
4233,90678,LRSAM1
4234,9076,CLDN1
4235,90768,TENM3-AS1
4236,90780,PYGO2
4237,90799,CEP95
4238,908,CCT6A
4239,90809,PIP4P1
4240,90826,PRMT9
4241,90850,ZNF598
4242,90861,JPT2
4243,90864,SPSB3
4244,9088,PKMYT1
4245,9092,SART1
4246,9093,DNAJA3
4247,90933,TRIM41
4248,9096,TBX18
4249,90987,ZNF251
4250,90990,KIFC2
4251,91,ACVR1B
4252,9101,USP8
4253,9112,MTA1
4254,91151,TIGD7
4255,9118,INA
4256,9125,CNOT9
4257,91252,SLC39A13
4258,91272,BOD1
4259,91283,MSANTD3
4260,9134,CCNE2
4261,9135,RABEP1
4262,91369,ANKRD40
4263,9139,CBFA2T2
4264,91404,SESTD1
4265,9145,SYNGR1
4266,91450,LOC91450
4267,91452,ACBD5
4268,9148,NEURL1
4269,9150,CTDP1
4270,91526,ANKRD44
4271,9156,EXO1
4272,91574,MTRFR
4273,91603,ZNF830
4274,91614,DEPDC7
4275,91647,ATPAF2
4276,91694,LONRF1
4277,91695,RRP7BP
4278,9170,LPAR2
4279,91748,MIDEAS
4280,9175,MAP3K13
4281,9179,AP4M1
4282,9183,ZW10
4283,92,ACVR2A
4284,9200,HACD1
4285,9201,DCLK1
4286,92014,SLC25A51
4287,92017,SNX29
4288,92070,CTBP1-DT
4289,92104,IFT70A
4290,92105,INTS4
4291,92106,OXNAD1
4292,92126,DSEL
4293,92154,MTSS2
4294,9221,NOLC1
4295,92211,CDHR1
4296,9223,MAGI1
4297,92255,LMBRD2
4298,9227,LRAT
4299,9229,DLGAP1
4300,92305,TMEM129
4301,92345,NAF1
4302,92370,PXYLP1
4303,9240,PNMA1
4304,9249,DHRS3
4305,9252,RPS6KA5
4306,9254,CACNA2D2
4307,92558,BICDL1
4308,92565,FANK1
4309,9258,MFHAS1
4310,92595,ZNF764
4311,92610,TIFA
4312,92659,MILIP
4313,92703,TMEM183A
4314,92715,DPH7
4315,9282,MED14
4316,92912,UBE2Q2
4317,92935,MARS2
4318,9296,ATP6V1F
4319,93,ACVR2B
4320,93081,TEX30
4321,93099,DMKN
4322,9313,MMP20
4323,9319,TRIP13
4324,9320,TRIP12
4325,9334,B4GALT5
4326,93343,MVB12A
4327,9352,TXNL1
4328,9361,LONP1
4329,93622,MRFAP1L2
4330,93624,TADA2B
4331,93664,CADPS2
4332,9372,ZFYVE9
4333,9375,TM9SF2
4334,9380,GRHPR
4335,9382,COG1
4336,9388,LIPG
4337,9391,CIAO1
4338,93953,GCNA
4339,93986,FOXP2
4340,9400,RECQL5
4341,9401,RECQL4
4342,94026,POM121L2
4343,9403,SELENOF
4344,94032,CAMK2N2
4345,94033,FTMT
4346,9404,LPXN
4347,94056,SYAP1
4348,94081,SFXN1
4349,94103,ORMDL3
4350,94107,TMEM203
4351,94158,CDRT15P1
4352,9416,DDX23
4353,9422,ZNF264
4354,9423,NTN1
4355,94241,TP53INP1
4356,943,TNFRSF8
4357,9441,MED26
4358,9447,AIM2
4359,9453,GGPS1
4360,9456,HOMER1
4361,9475,ROCK2
4362,9486,CHST10
4363,949,SCARB1
4364,9493,KIF23
4365,9509,ADAMTS2
4366,9522,SCAMP1
4367,9529,BAG5
4368,954,ENTPD2
4369,9550,ATP6V1G1
4370,9553,MRPL33
4371,957,ENTPD5
4372,9575,CLOCK
4373,9576,SPAG6
4374,9582,APOBEC3B
4375,9583,ENTPD4
4376,9585,KIF20B
4377,9587,MAD2L1BP
4378,961,CD47
4379,9611,NCOR1
4380,9612,NCOR2
4381,9616,RNF7
4382,9625,AATK
4383,9632,SEC24C
4384,9644,SH3PXD2A
4385,9650,MTFR1
4386,9657,IQCB1
4387,9658,ZNF516
4388,96610,BMS1P20
4389,9667,SAFB2
4390,9668,ZNF432
4391,9669,EIF5B
4392,9672,SDC3
4393,9675,TTI1
4394,9683,N4BP1
4395,9684,LRRC14
4396,9690,UBE3C
4397,9694,EMC2
4398,9698,PUM1
4399,9700,ESPL1
4400,9702,CEP57
4401,9703,BLTP2
4402,9709,HERPUD1
4403,971,CD72
4404,9711,RUBCN
4405,9712,USP6NL
4406,9718,ECE2
4407,9720,CCDC144A
4408,9723,SEMA3E
4409,9724,UTP14C
4410,9726,ZNF646
4411,9727,RAB11FIP3
4412,9730,DCAF1
4413,9734,HDAC9
4414,9739,SETD1A
4415,9742,IFT140
4416,9748,SLK
4417,9755,TBKBP1
4418,9759,HDAC4
4419,9765,ZFYVE16
4420,9766,SUSD6
4421,9775,EIF4A3
4422,9778,KIAA0232
4423,9780,PIEZO1
4424,9782,MATR3
4425,9785,DHX38
4426,9788,MTSS1
4427,9789,SPCS2
4428,9804,TOMM20
4429,9807,IP6K1
4430,9810,RNF40
4431,9812,DELE1
4432,9813,EFCAB14
4433,9816,URB2
4434,9825,SPATA2
4435,9831,ZNF623
4436,984,CDK11B
4437,9846,GAB2
4438,9847,C2CD5
4439,9848,MFAP3L
4440,9851,KIAA0753
4441,9853,RUSC2
4442,9855,FARP2
4443,9856,KIAA0319
4444,9858,PPP1R26
4445,9860,LRIG2
4446,987,LRBA
4447,9873,FCHSD2
4448,9879,DDX46
4449,988,CDC5L
4450,9881,TRANK1
4451,9885,OSBPL2
4452,9889,ZBED4
4453,989,SEPTIN7
4454,9897,WASHC5
4455,9899,SV2B
4456,9902,MRC2
4457,9903,KLHL21
4458,9905,SGSM2
4459,9907,AP5Z1
4460,9908,G3BP2
4461,9910,RABGAP1L
4462,9912,ARHGAP44
4463,9915,ARNT2
4464,9918,NCAPD2
4465,9919,SEC16A
4466,9922,IQSEC1
4467,9924,PAN2
4468,9925,ZBTB5
4469,9929,JOSD1
4470,9935,MAFB
4471,994,CDC25B
4472,9942,XYLB
4473,9943,OXSR1
4474,9948,WDR1
4475,9950,GOLGA5
4476,9955,HS3ST3A1
4477,996,CDC27
4478,9967,THRAP3
4479,997,CDC34
4480,9970,NR1I3
4481,9972,NUP153
4482,9973,CCS
4483,998,CDC42
4484,9984,THOC1
4485,9986,RCE1
4486,9988,DMTF1
4487,9989,PPP4R1
4488,9990,SLC12A6
4489,1,A1BG
4490,100033433,SNORD116-22
4491,10009,ZBTB33
4492,100125556,FAM86JP
4493,100126333,MIR708
4494,100127983,C8orf88
4495,100128126,STAU2-AS1
4496,100128191,TMPO-AS1
4497,100128292,DLG5-AS1
4498,100128385,FAM225B
4499,100128511,NEBL-AS1
4500,100128593,LOC100128593
4501,100128822,LINC01003
4502,100129196,MATN1-AS1
4503,100129361,SMIM10L1
4504,100129387,GABPB1-AS1
4505,100129424,RPL19P12
4506,100129654,TCF24
4508,100130557,NFYC-AS1
4509,100130987,LOC100130987
4510,100131089,SRP14-DT
4511,100131213,ZNF503-AS2
4512,100131244,ANKRD63
4513,100131378,C11orf91
4514,100132077,LOC100132077
4515,100132406,NBPF10
4516,100132618,ZRANB2-AS1
4517,100133234,SBF1P1
4518,100137047,JMJD7
4519,10014,HDAC5
4520,10015,PDCD6IP
4521,10018,BCL2L11
4522,10019,SH2B3
4523,100190938,RAMP2-AS1
4524,10026,PIGK
4525,100270746,LARRPM
4526,100271722,LINC00899
4527,100271836,SMG1P3
4528,100287227,TIPARP-AS1
4529,100288198,HMGN3-AS1
4530,100288748,LINC02894
4531,100288974,BMS1P21
4532,100289635,ZNF605
4533,100289678,ZNF783
4534,100302145,MIR1247
4535,100302174,MIR1307
4536,100302240,MIR1304
4537,100302258,MIR1469
4538,100302274,MIR1178
4539,100302280,MIR1237
4540,100302281,MIR1208
4541,100310812,SPDYE2B
4542,100313778,MIR759
4543,100313781,MIR718
4544,100313887,MIR2277
4545,10038,PARP2
4546,100422858,MIR4285
4547,100422909,MIR4295
4548,100422915,MIR3065
4549,100422925,MIR4322
4550,100422962,MIR4281
4551,100422993,MIR3130-1
4552,100423023,MIR3197
4553,100499405,LINC00987
4554,100499467,LINC00673
4555,100500819,MIR3609
4556,100500843,MIR3922
4557,100500852,MIR3180-4
4558,100500860,MIR3618
4559,100500861,MIR3665
4560,100500862,MIR3648-1
4561,100500880,MIR3662
4562,100500900,MIR3691
4563,100500916,MIR3180-5
4564,100505549,ATP8B1-AS1
4565,100505636,MALINC1
4566,100505687,SNHG33
4567,100505702,LINC01094
4568,100505845,ROPN1L-AS1
4569,100505933,ADD3-AS1
4570,100506023,LOC100506023
4571,100506144,TMEM35B
4572,100506334,LINC00649
4573,100506343,INKA2-AS1
4574,100506409,ELOVL2-AS1
4575,100506585,PTPRN2-AS1
4576,100506639,LOC100506639
4577,100506710,EBLN3P
4578,100506840,IQCF4P
4579,100507050,TPBGL
4580,100507057,MELTF-AS1
4581,100507096,GIMD1
4582,100507297,TMEM44-AS1
4583,100507300,ALKBH3-AS1
4584,100507321,ERVK13-1
4585,100507373,ADGRL1-AS1
4586,100507527,LINC03103
4587,100507557,EPM2A-DT
4588,100507589,NAGPA-AS1
4589,100507634,LOC100507634
4590,100526737,RBM14-RBM4
4591,100526739,CENPS-CORT
4592,100526760,ABHD14A-ACY1
4593,100526767,RNF103-CHMP3
4594,100526783,ARPIN-AP3S2
4595,100527950,GJA9-MYCBP
4596,100528007,BORCS7-ASMT
4597,100528016,TMX2-CTNND1
4598,100528018,ARL2-SNX15
4599,100528062,ARMCX5-GPRASP2
4600,100529067,SERF2-C15ORF63
4601,100529097,RPL36A-HNRNPH2
4602,100529241,HSPE1-MOB4
4603,100529261,CHURC1-FNTB
4604,100529264,RAB4B-EGLN2
4605,100529855,ZNF625-ZNF20
4606,100532724,NPHP3-ACAD11
4607,100533183,ZNF664-RFLNA
4608,100533464,PRH1-PRR4
4609,100534595,HNRNPUL2-BSCL2
4610,100534599,ISY1-RAB43
4611,10055,SAE1
4612,100616115,MIR4469
4613,100616133,MIR4699
4614,100616163,MIR4530
4615,100616210,MIR4737
4616,100616215,MIR548AL
4617,100616229,MIR4473
4618,100616258,MIR4516
4619,100616314,MIR4750
4620,100616364,MIR4785
4621,100616376,MIR4492
4622,100616409,MIR4711
4623,100616432,MIR4714
4624,100616436,MIR4449
4625,100616459,MIR4745
4626,100616470,MIR4488
4627,10063,COX17
4628,100652781,SNX29P1
4629,100750326,HTT-AS
4630,100820829,MYZAP
4631,100846991,MIR5197
4632,100847015,MIR5691
4633,100847053,MIR5702
4634,100847081,MIR5703
4635,100873922,ZFX-AS1
4636,100873945,HLTF-AS1
4637,100873982,ABCC5-AS1
4638,100874058,COX10-DT
4639,100874236,COL18A1-AS2
4640,100874342,RNF216-IT1
4641,100874366,HOXC13-AS
4642,10090,UST
4643,100913187,APOBEC3A_B
4644,10092,ARPC5
4645,10105,PPIF
4646,10116,FEM1B
4647,10137,RBM12
4648,10139,ARFRP1
4649,101409258,OSGEPL1-AS1
4650,10142,AKAP9
4651,10147,SUGP2
4652,10149,ADGRG2
4653,10152,ABI2
4654,10154,PLXNC1
4655,10155,TRIM28
